year,site,zone,season,sampling_start,sampling_end,sampling_totalDays,quadrats,A_FORB,A_GRASS,P_FORB,P_GRASS,P_LF-SU,P_S-SHR,P_SHRUB,P_ST-SU,UNK_FORB,UNK_GRASS,YUEL
2020,JER Pasture 9,S,SPRING,2020-04-22,2020-04-22,1,32,6.548157758487719,0,0.08877759606373853,1.5662294264361882,0,10.848089476735183,41.634910083857164,0,0,0,4.448846875
2021,CDRRC Pasture 3,E,FALL,2021-10-20,2021-10-20,1,32,0.32163339989750805,2.2778012198436017,0.24321056208073813,1.5984179142919732,0,9.127326694215254,23.29618950347682,0,0,0,0
2021,CDRRC Pasture 3,E,SPRING,2021-04-22,2021-04-22,1,32,0,0,0,0.0051302146188900635,0,8.23939080867097,11.183051709561118,0,0,0,0
2021,CDRRC Pasture 3,G,FALL,2021-10-19,2021-10-19,1,32,0.3493824962689201,1.6217264342947897,0.3042299866289073,0.7057624335879343,0,4.894701142311006,3.8035260827968385,0,7.045221729936925e-5,0,12.608528125
2021,CDRRC Pasture 3,G,SPRING,2021-04-22,2021-04-22,1,32,0.02353125,0,0,0.040252284377916926,0,4.247632859493349,1.0515966731917932,0,3.0536929448543446e-5,0,25.03855
2021,CDRRC Pasture 3,S,FALL,2021-10-21,2021-10-21,1,32,0.2994030134008861,1.6454195586297202,0.4215865883134997,2.099182083936766,0,7.039840481250658,10.836461103817408,0,5.673392508169093e-5,0,0
2021,CDRRC Pasture 3,S,SPRING,2021-04-22,2021-04-22,1,32,0,0,0,0.010366515126996663,0,8.15464591316042,13.435279016414498,0,0,0,0
2021,JER Pasture 12A,E,FALL,2021-10-06,2021-10-06,1,32,2.240004224369227,1.5095501102635915,0.2023453493978509,10.089584654372452,0,6.255798205158348,36.19302982002712,0,0,0,0
2021,JER Pasture 12A,E,SPRING,2021-04-20,2021-04-20,1,32,0,0,0,2.5523576669243684,0,1.2709000620275825,16.942775946540827,0,0,0,0
2021,JER Pasture 12A,G,FALL,2021-10-07,2021-10-07,1,32,2.2139647165960312,1.4683122136108782,3.925672237168522,34.797941231107615,0,6.0127605163569156,47.493464754575974,0,0,0,0
2021,JER Pasture 12A,G,SPRING,2021-04-20,2021-04-20,1,32,0,0,0,4.696566728107515,0,0.5125699325234927,38.0283979838974,0,0,0,0.0029325000000000006
2021,JER Pasture 12A,S,FALL,2021-10-08,2021-10-08,1,31,0.07348150275780431,0.3412880713195557,0.037803513181716666,3.443395963978805,0,1.2126787613904708,101.40743927670128,0,0.01909027823595812,0,6.810967741935484
2021,JER Pasture 12A,S,SPRING,2021-04-20,2021-04-20,1,31,0,0,0,0.2641407747757332,0,0.5403920080006819,35.89280212005667,0,0,0,3.2453000000000003
2021,JER Pasture 9,E,FALL,2021-10-25,2021-10-25,1,32,4.343019902428505,3.8666300672722214,1.733628501567889,15.99743367158827,0,2.5320627541222422,43.300135230676844,0,0.08022746244965674,0,22.360312500000003
2021,JER Pasture 9,E,SPRING,2021-04-21,2021-04-21,1,32,0,0,0,3.0304776271808245,0,2.529225075043922,21.664359380904678,0,0,0,8.98078125
2021,JER Pasture 9,G,FALL,2021-10-25,2021-10-29,5,32,4.252907236401189,4.958321022255939,2.4156843777965675,24.773687691102992,0,0.26927007121900814,17.050219034321376,0,0.06948349931150292,0,0
2021,JER Pasture 9,G,SPRING,2021-04-21,2021-04-21,1,32,0,0,0.006263021704353613,6.195418087361626,0,0.16402237840751765,13.107241201919424,0,0,0,0.001955
2021,JER Pasture 9,S,FALL,2021-10-25,2021-10-25,1,32,7.7309663413863,3.2414412936300296,0.23015392189440226,6.102094511446879,0,4.877926682410396,34.419505302753876,0,0.16926145206173462,0,13.311337500000002
2021,JER Pasture 9,S,SPRING,2021-04-21,2021-04-21,1,32,0,0,0,0.4492357934608065,0,0.7990623534752902,26.584559620042363,0,0,0,14.426931249999999
2022,CDRRC Pasture 3,E,FALL,2022-10-25,2022-10-25,1,32,3.2043573303207395,1.4815689861057302,3.518539943509993,9.377922810749192,0,5.556998735071929,29.476633960464014,0,0.005797977245154225,0,0
2022,CDRRC Pasture 3,E,SPRING,2022-04-18,2022-04-18,1,32,0,0,0.006432144258720144,0.0017344533565074804,0,1.7462915887787047,7.146698290435269,0,0,0,0
2022,CDRRC Pasture 3,G,FALL,2022-10-25,2022-10-25,1,31,3.663588890450404,1.8131843458915498,4.259964667616744,9.064909898321556,0,5.649424543171619,5.720095235280523,0,0.20677963711951286,0,17.753922580645163
2022,CDRRC Pasture 3,G,SPRING,2022-04-18,2022-04-18,1,31,0.0019645373216432152,0,3.383252373602541e-4,0,0,1.8828777269265644,2.655333227017225,0,0,0,7.030432258064517
2022,CDRRC Pasture 3,S,FALL,2022-10-26,2022-10-26,1,32,1.3149167527777814,2.547870128546196,1.7715820599481171,15.102982550362398,0,3.960980143862337,52.382684767969565,0,0.0016565649271869216,0,0
2022,CDRRC Pasture 3,S,SPRING,2022-04-19,2022-04-19,1,32,0,0,0.003933030884312954,0,0,4.074698598525689,8.930579750515447,0,0,0,0
2022,JER Pasture 12A,E,FALL,2022-10-25,2022-10-25,1,31,0.8421476307597355,0.23951740298627572,0.4346353814460456,21.605092075403576,0,2.6046048218518503,53.90408599374773,0.10054509677419354,0,0,0
2022,JER Pasture 12A,E,SPRING,2022-04-20,2022-04-20,1,31,0,0,0.0065070888308023135,3.640091377415294,0,2.920656544546766,27.279791051404395,0.011171677419354839,0,0,0
2022,JER Pasture 12A,G,FALL,2022-10-25,2022-10-25,1,32,0.4262452968303078,1.0292335258192618,1.6941113197677689,38.59146105587897,0,3.9672485135294497,55.57428956627104,0,0,0,0
2022,JER Pasture 12A,G,SPRING,2022-04-20,2022-04-20,1,32,0,0,0.0055382663039228825,9.814002975378422,0,0.908957347008327,38.990094352237406,0,0,0,0
2022,JER Pasture 12A,S,FALL,2022-10-25,2022-10-25,1,25,1.5551828920461235,0,0.03475643386991788,11.777528505275795,0,0.04024015683597767,139.66453829588153,0,0,0,0
2022,JER Pasture 12A,S,SPRING,2022-04-20,2022-04-20,1,25,0,0,0,0.07007942876750164,0,0.11512183999162307,47.27238814440818,0,0,0,7.22568
2022,JER Pasture 9,E,FALL,2022-10-18,2022-10-18,1,32,0.03345951044674025,0.08339342525002272,1.244449950021254,38.94133282085492,0,1.9149612679077688,50.345343636677285,0,0,0,10.509346875
2022,JER Pasture 9,E,SPRING,2022-04-21,2022-04-21,1,32,0,0,0,7.481046514076495,0,1.2151324533690266,20.9741955464555,0,0,0,20.476975
2022,JER Pasture 9,G,FALL,2022-10-19,2022-10-19,1,32,0.7438274265200198,0.5290225766996476,3.538377729800001,55.22325258616996,0,0.1530875531803498,25.55714273852187,0,3.5226108649684625e-5,0,0.2688125
2022,JER Pasture 9,G,SPRING,2022-04-21,2022-04-21,1,32,0,0,0,8.413004752087021,0,0.05002682541429289,8.488452463682618,0,0,0,0.21505000000000002
2022,JER Pasture 9,S,FALL,2022-10-20,2022-10-20,1,32,0.003430658011182807,0.0054044353324265255,0.2981068388973385,11.967124467228446,0,1.930674532122457,64.29679800345761,0,0,0,49.55032187500001
2022,JER Pasture 9,S,SPRING,2022-04-21,2022-04-21,1,32,6.386394397120351e-5,0,2.0484535855796638e-4,1.0508389611026479,0,1.1782274182273351,27.493401739033132,0,0,0,9.358340625
2023,CDRRC Pasture 3,E,FALL,2023-10-24,2023-10-24,1,31,0.00798281653918262,0,2.145862106299281,4.345423520505373,0,13.609784680152774,28.568304821876435,0,0,0,0
2023,CDRRC Pasture 3,E,SPRING,2023-04-20,2023-04-20,1,32,0.5073034992636815,0,0.13360887354378947,0.5016291005543357,0,3.320232581419275,9.023669909681669,0,0,0,0
2023,CDRRC Pasture 3,G,FALL,2023-10-24,2023-10-24,1,32,0.06875834109041595,0,1.4507002198115264,0.8599121477703553,0,5.151831964792823,6.2651559168382835,0,0.007939601656621297,0,78.84753125
2023,CDRRC Pasture 3,G,SPRING,2023-04-20,2023-04-20,1,32,0.7892096228879549,0,0.3277206235381378,0.028776316071774513,0,2.6992616073263824,2.4024124930152446,0,0,0,0
2023,CDRRC Pasture 3,S,FALL,2023-10-24,2023-10-24,1,31,0.041521511164606076,0,1.5967372877385573,9.676225435403174,0,9.97434021933391,33.70728462630198,0,0,0,0
2023,CDRRC Pasture 3,S,SPRING,2023-04-20,2023-04-20,1,31,0.685428114656832,0,0.1272811020390953,0.33965312891782967,0,3.415728993025302,22.58334404320053,0,0.00393300576261153,0,0
2023,JER Pasture 12A,E,FALL,2023-10-06,2023-10-06,1,31,0.019345782623535042,0.018967532170308853,0.2319585806198049,4.463376660869051,0,1.4947324309783125,65.41092567246366,0,0,0,0
2023,JER Pasture 12A,E,SPRING,2023-04-17,2023-04-17,1,31,0.42175259940139337,0,0.05192311374013332,2.4336770550886246,0,1.2073175806945782,20.02675494046075,0,0,0,0
2023,JER Pasture 12A,G,FALL,2023-10-06,2023-10-06,1,32,0.028717320617229182,0.007467517415450596,0.51966428519092,11.061119945032345,0,2.8406441208143876,45.94834486263355,0,0,0,0
2023,JER Pasture 12A,G,SPRING,2023-04-17,2023-04-17,1,32,1.985957995466138,0,0.07476575177740774,4.455740484829658,0,1.3062849176528313,20.989629724908525,0,0.032634329065582356,0,0
2023,JER Pasture 12A,S,FALL,2023-10-05,2023-10-05,1,25,0.002316593487736905,0,0.019024644727765445,1.1870885798845123,0,0.5773587719944621,94.13668338396026,0,0,0,1.7250919999999998
2023,JER Pasture 12A,S,SPRING,2023-04-17,2023-04-17,1,25,0,0,0,0.33083037925464,0,0.48113230999538514,33.827034350715195,0,0,0,0.22678
2023,JER Pasture 9,E,FALL,2023-10-24,2023-10-24,1,32,0,0,0.09003366818439922,12.10250363363637,0,1.6064898482493637,53.02469289590306,0,0,0,41.1719625
2023,JER Pasture 9,E,SPRING,2023-04-18,2023-04-18,1,32,0.18631156459968784,0,0.03980498238766963,2.553463756381571,0,0.9774093529303977,19.227011915218775,0,0,0,4.8826125000000005
2023,JER Pasture 9,G,FALL,2023-10-24,2023-10-24,1,32,0.003712231736336017,0,0.48539106395089016,20.210229468621197,0,0.38271888295087453,28.195145777250687,0,0,0,0
2023,JER Pasture 9,G,SPRING,2023-04-17,2023-04-17,1,32,1.3292636562257782,0,0.013059004366326163,5.742137015007933,0,0.09649983262975623,8.60074781994358,0,0,0,0
2023,JER Pasture 9,S,FALL,2023-10-24,2023-10-24,1,31,0,0,0.10526653882923491,1.6580263871130867,0,1.9978983898928602,46.222238654700504,0,0,0,11.941896774193548
2023,JER Pasture 9,S,SPRING,2023-04-18,2023-04-18,1,31,0.36811964633472977,0,0.008669584207356513,1.1854739109063201,0,1.2010504881395292,32.85578977038453,0,0.005894612445809161,0,11.384406451612904
